Energy Consumption (kWh),Raw Materials Used (tons),CO2 Emissions (tons),CH4 Emissions (tons),N2O Emissions (tons),Particulate Matter (kg),Flow Rate (m³/s),Temperature (°C),Pressure (Pa),Gas Sensor Readings (ppm),Emission Factor,Carbon Intensity (kg CO2/ton of steel),CO2 Capture (tons),Carbon Credits (tons)
77196,672,1080.578998,53,3,33,14,1414,86848,1170.996507,2.418633156,1333,131,800.4631986
131529,501,1247.746887,58,1,31,7,1508,88576,988.0574773,2.021619239,1854,134,904.1975093
103849,471,1016.310136,60,1,32,8,1439,94738,1148.452651,2.381298519,1988,85,758.0481088
141494,592,1354.116948,69,3,19,14,1540,90869,1638.595263,1.839200479,2132,56,1033.293559
97358,510,1225.667447,42,1,24,7,1485,95798,1075.980075,2.067676331,1909,118,922.5339579
89513,692,2061.750276,31,4,19,14,1432,97225,1938.505108,2.171699586,1509,58,1557.400221
89028,676,1813.437199,26,1,36,12,1525,85344,2034.511655,1.816540054,2453,94,1385.749759
130481,505,1728.313099,51,3,11,13,1529,103810,1510.92645,1.944678677,2314,67,1319.650479
133105,436,944.1707305,38,3,25,9,1508,89227,964.1137709,1.935038504,1286,96,696.3365844
138915,690,1782.275634,41,4,16,7,1509,86234,1924.810308,2.18512137,2498,50,1357.820507
88877,580,1813.461096,75,4,33,11,1561,89812,2157.360382,1.906538409,1745,149,1393.768877
72825,542,1217.362804,35,3,37,7,1415,94810,1123.239807,2.581735986,1769,127,876.8902432
116451,513,1246.89698,77,2,30,10,1413,89172,1242.313531,2.509543846,1910,121,936.5175839
73848,637,1828.15758,27,4,24,8,1445,99262,1539.856587,1.979469024,1442,102,1407.526064
63669,493,1588.1938,49,2,26,11,1449,94355,1435.417876,1.987368001,1596,86,1186.55504
59875,659,1536.368178,70,1,31,10,1512,96391,1225.20476,2.557941993,2483,69,1174.094542
130389,506,1297.333878,25,1,22,11,1532,100425,1101.201479,2.039635387,1377,144,982.8671023
117961,643,2218.507259,21,4,28,8,1442,93945,2047.916616,2.138631127,1732,120,1690.805807
147976,422,668.8439727,53,4,30,10,1545,86590,643.5188052,2.361183498,1244,107,442.0751781
83193,670,1605.62648,48,3,34,14,1447,97354,1771.710483,2.07522929,1753,90,1224.501184
66552,539,1494.088436,59,1,32,11,1591,97438,1463.047942,2.521965427,2400,87,1108.270748
83282,481,729.6072142,78,4,17,14,1553,97291,565.0987147,2.271228984,1582,93,507.6857713
86203,555,1494.933017,61,3,31,12,1597,88089,1686.094122,2.253788673,1907,64,1120.946413
134536,418,673.9831621,72,2,18,14,1541,95763,685.0354176,2.243436351,2006,84,462.1865297
146338,468,1504.674659,72,3,28,13,1593,100868,1835.258046,1.889637775,2271,130,1146.739727
126105,531,1653.625433,62,1,26,7,1588,96298,1765.443639,2.432353493,1348,76,1248.900347
140802,655,1024.754229,71,3,19,9,1420,97877,1042.140109,2.257690911,2453,70,751.8033834
118740,608,971.3456939,78,3,23,14,1454,96100,871.505374,1.84281534,1217,89,712.0765551
123301,409,1229.956196,77,4,39,7,1515,99864,1067.88511,2.480288366,1680,93,884.9649568
126232,539,1206.869394,39,3,38,9,1507,91866,1043.962411,2.383566528,2466,139,890.4955154
74928,534,1415.127542,75,1,37,6,1401,90858,1349.411018,2.031111344,1362,93,1039.102033
98910,654,1334.589377,22,3,37,7,1530,89128,1115.297269,2.028831417,2255,54,1003.671501
64679,699,1290.310489,78,3,21,11,1412,101819,1512.37925,2.203772823,1321,146,944.248391
149421,657,1374.545332,67,1,36,12,1420,104874,1584.299163,1.805785442,1638,98,1038.636266
84173,493,982.7597084,54,2,29,9,1560,104244,1095.21083,2.447696532,1814,118,713.2077667
94899,640,1533.833521,27,2,33,7,1547,91723,1187.762922,2.553636384,1897,141,1165.066817
97865,636,1903.772082,70,1,31,8,1524,86073,1496.275256,2.157281859,1934,70,1457.017666
88182,564,1471.057972,31,2,16,7,1545,93861,1571.402722,2.229259299,1549,57,1114.846378
89109,547,1486.941069,69,3,39,7,1437,93654,1672.041647,2.447827808,1325,115,1123.552855
54174,617,1505.576988,64,4,38,13,1424,85376,1149.294194,2.022079172,1559,86,1112.46159
67061,507,1089.779911,62,1,18,8,1565,87593,975.6255852,2.193384384,2249,63,821.8239289
140931,630,1125.82112,51,3,27,10,1542,101819,921.0810863,1.888795243,1905,83,840.656896
115749,469,1036.082401,48,4,16,7,1556,87939,896.8738431,2.361526194,2176,109,759.8659205
149970,620,1754.846284,64,3,37,12,1496,92743,1770.970692,2.434283984,1927,110,1323.877027
115524,473,1403.653442,40,1,13,8,1591,95394,1129.410933,1.85352451,2061,95,1029.922754
112108,578,1409.373865,78,3,32,12,1431,93182,1218.991507,2.5059356,1236,70,1043.499092
128812,479,1336.407389,22,1,17,6,1599,98632,1379.779418,2.099615576,1589,140,981.1259112
124621,558,1071.963847,57,3,37,13,1442,87207,1076.310165,2.53776529,1637,67,802.5710779
78481,568,1829.03534,46,4,27,6,1412,99658,2156.058642,2.520138019,1414,110,1379.228272
101938,560,1809.848825,74,4,38,7,1477,90495,1493.649886,2.432719754,1374,118,1370.87906
81276,431,922.6226733,22,4,24,7,1424,103477,862.5990268,2.46411968,1313,83,648.0981386
140133,520,1349.620729,76,2,16,9,1448,100705,1635.983057,2.031498721,1702,131,986.6965831
114850,614,1665.980971,77,3,17,7,1487,87516,1912.378103,2.09382937,1353,103,1282.784777
137780,402,982.8337512,20,3,37,12,1519,96645,1030.676787,1.99204912,1480,148,721.2670009
80601,627,2083.072261,65,4,10,14,1535,87669,2363.2377,2.083603778,1619,139,1568.457808
149565,447,1331.80695,74,1,20,11,1555,98770,1297.433533,2.249524126,2201,78,971.4455603
100324,566,1610.281878,39,2,19,5,1525,90099,1940.942937,2.491224361,2288,90,1227.225502
71264,410,1041.476442,26,3,14,10,1410,86144,1093.371358,2.237746723,1516,141,756.1811533
129426,637,1063.595498,76,3,39,6,1582,88008,1167.634156,2.35734892,1529,119,786.8763987
96312,677,1161.490145,60,2,34,12,1409,102696,1249.755313,1.908632527,1285,139,872.1921162
92852,640,1342.731344,20,2,11,14,1458,95751,1458.71952,2.551654417,2462,107,1021.185075
97907,591,1136.519321,29,4,31,12,1464,88629,1216.679757,2.266541687,2423,131,829.215457
71058,411,1399.480459,64,2,11,11,1532,98817,1101.226259,2.420647693,2328,79,1024.584367
131657,452,1048.470517,31,4,28,12,1479,101193,1102.911913,2.598852735,1775,82,759.7764135
87352,454,1476.957738,23,2,25,5,1547,99901,1686.242226,2.487780478,1616,112,1097.566191
55021,420,1317.186934,26,2,20,12,1491,93049,988.1509025,2.20349502,1403,145,998.7495474
72614,418,1306.308748,29,3,23,5,1532,94219,1562.133496,2.494432551,2399,139,958.0469984
109131,458,884.588093,41,4,31,7,1511,97278,1084.608373,2.327140435,1750,135,637.6704744
92950,550,1317.053994,44,2,14,8,1594,86936,1072.207284,2.38401451,1247,83,974.6431954
93420,658,1405.424821,48,2,13,7,1557,89847,1430.05644,2.30983584,1847,98,1059.339857
52631,457,1572.455658,58,3,32,6,1486,86615,1266.295781,2.03010702,1591,61,1200.964526
56345,615,2000.895491,34,1,39,7,1561,89296,1783.806191,2.067581799,2464,71,1524.716392
97674,461,921.9296154,38,3,28,13,1512,103504,977.9334046,2.246671157,2431,134,655.5436923
76844,545,1159.237193,58,4,38,6,1517,104119,1044.966889,2.499260902,1683,73,835.3897546
121836,638,1631.888187,77,1,19,9,1491,101790,1522.184629,2.162034345,2095,105,1244.51055
134096,692,1423.590407,65,2,32,7,1400,93986,1598.788039,2.232453967,1921,74,1046.872325
55362,581,1829.603821,72,4,37,13,1511,86116,1898.198558,2.095277255,1819,115,1369.683057
58097,494,1550.400503,65,1,18,11,1554,90783,1564.388822,1.814508373,1540,50,1149.320402
55599,477,1406.520778,37,4,27,14,1518,102487,1282.868971,2.314831551,2291,123,1053.216622
140988,541,1557.333642,61,3,14,7,1519,89187,1716.299274,2.252748553,1569,83,1150.866913
97373,504,1307.67992,22,1,26,6,1590,103963,1257.966256,2.582605096,2294,54,958.1439356
54258,660,1448.188179,25,1,32,6,1433,98364,1736.966877,2.206373427,2321,66,1063.550544
141066,494,1567.895191,41,1,27,9,1494,103514,1647.54326,2.22795822,1363,50,1204.316153
103271,622,2001.387221,74,2,36,13,1431,100433,2039.726396,2.025809573,2068,127,1545.109777
122176,589,941.8221543,73,3,30,6,1515,95683,1084.571545,1.879679271,1997,70,668.4577235
87056,528,1212.942101,60,1,10,6,1598,99913,1204.112598,2.366058198,1801,55,896.3536809
67261,594,922.6335656,65,4,23,12,1573,87712,820.815568,2.446732509,2298,124,668.1068525
101696,419,1331.982057,72,2,36,7,1595,101748,1102.27976,2.49575881,2252,88,979.5856454
87827,698,1294.222172,50,3,23,7,1584,93387,1334.225586,2.123417405,2029,108,974.3777377
65141,639,1819.701725,40,3,23,10,1421,100374,1751.332439,2.362851982,1722,69,1374.76138
76752,634,1404.152537,75,3,10,10,1556,97497,1332.102665,2.01015368,1272,133,1025.322029
139084,484,1515.951359,27,3,13,10,1497,97422,1401.805671,2.002232935,1417,134,1125.761087
131438,493,1242.051284,20,2,32,9,1444,90503,1348.62687,2.596580207,1317,113,928.6410269
143219,441,947.6224974,22,3,16,8,1572,97881,956.6232228,2.479551468,2410,73,708.0979979
102680,473,1015.881651,48,4,33,13,1466,89599,1034.796686,2.004970539,1455,90,719.705321
68792,514,1107.081205,73,4,21,8,1420,97764,1000.870492,2.14671944,1271,139,810.6649642
87628,589,1812.446318,25,4,22,5,1548,90416,1915.439466,2.251974723,1412,116,1386.957054
103100,524,1531.249148,52,1,34,12,1587,98693,1457.378683,1.810377415,1271,87,1169.999318
117870,405,866.063427,37,3,24,12,1428,97731,982.756787,2.567418892,2022,87,602.8507416
50767,441,1093.863534,61,4,29,7,1432,86985,1110.014733,1.887017176,2177,77,806.0908276
147180,457,755.1041944,74,3,11,13,1566,97677,675.6115445,2.453791583,2485,59,552.0833555
76992,409,1290.39522,68,2,35,11,1589,99250,1063.111243,2.580744177,1627,73,940.3161756
79570,488,991.571894,77,4,37,11,1489,87567,1090.697353,2.363383292,1959,111,732.2575152
114697,510,1672.009645,72,1,23,9,1525,89340,1564.253389,2.573352268,1631,101,1255.607716
127273,438,1179.793903,20,1,39,7,1598,93153,923.4902753,1.815751964,2310,120,845.8351225
128908,566,1491.772424,41,2,21,14,1444,97084,1801.254563,2.083638755,2131,136,1094.417939
142421,410,748.4293687,50,4,22,9,1585,103295,706.0103496,2.181161604,1409,136,504.743495
136126,509,834.2869961,42,2,23,7,1472,102094,936.8806275,2.426351952,2092,73,617.4295969
111580,415,1081.171762,27,1,38,7,1481,86590,1058.961893,2.323625517,2442,144,796.9374098
50744,432,1052.342602,48,1,35,5,1528,102724,1258.036692,2.388807283,1449,99,790.874082
142694,632,1099.279354,63,3,12,8,1410,102205,840.4387763,1.915729449,2307,135,807.4234836
70558,587,1861.479986,70,2,34,13,1559,97572,1637.550293,2.475812365,2242,140,1395.183989
108861,623,1454.381188,65,1,36,10,1506,86616,1487.669036,2.457780684,1734,87,1106.504951
82259,458,925.5793452,38,4,22,10,1576,100568,843.7716094,2.415129982,1762,118,657.4634761
71450,450,1384.444884,78,4,17,10,1490,97402,1552.439347,2.454359933,2491,67,1054.555907
106949,670,2228.50597,68,1,25,9,1557,98251,2438.451451,1.970875883,2315,121,1725.804776
86929,442,933.4710296,79,2,15,6,1459,85752,712.0163707,1.912213545,1620,148,670.7768237
96589,426,1300.109302,35,2,20,9,1537,91934,1365.448246,2.516049245,1961,98,965.0874419
125122,455,1276.292888,38,4,38,14,1501,92985,1490.637594,2.565608261,1279,66,939.0343103
50286,520,1809.316895,56,1,24,7,1548,88043,1642.517787,2.139413155,1843,125,1355.453516
118783,512,976.8885324,41,4,28,14,1405,104770,800.7354773,2.157599854,1637,135,692.5108259
147510,514,1758.578006,38,2,35,6,1565,92456,1968.110014,2.392781654,1433,102,1312.862405
93562,508,1082.31641,23,1,33,8,1524,93882,1299.011016,2.195999256,1509,55,768.8531277
120635,574,1333.923534,24,4,38,14,1515,99816,1438.572651,2.050844371,1205,143,978.1388273
66387,511,1133.219982,24,1,11,13,1585,103087,1329.291774,1.952076852,1590,115,807.5759856
72319,499,1016.413796,44,3,20,11,1407,104461,1269.838791,1.818120983,2001,54,761.1310366
50411,407,1174.783181,43,4,29,14,1469,91787,1174.422574,2.270158926,1267,51,881.826545
70729,534,1430.207203,20,4,29,13,1590,98452,1741.483726,1.913723148,1724,111,1085.165762
135647,650,1372.399529,69,3,18,7,1561,97569,1265.600898,2.48668077,1912,148,1019.919624
65704,639,1127.467519,47,2,33,6,1576,87337,1265.947842,2.586294922,2004,54,831.9740155
60109,621,1325.680542,66,4,32,13,1439,103636,1591.788469,2.166192124,1621,80,969.5444337
116892,544,1230.779667,40,4,13,10,1485,99004,1243.626092,1.892456003,1917,130,885.6237337
81172,403,911.3066752,79,2,32,14,1428,104335,968.9319363,2.266413944,1428,112,662.0453401
123885,681,1508.087485,38,1,26,8,1408,95571,1862.860419,2.259102883,2126,140,1140.469988
67984,596,952.0772274,42,3,36,8,1420,92815,833.6292867,1.906682995,1922,144,691.6617819
77460,527,1279.590896,33,2,33,14,1431,99738,1187.446203,2.317544211,2027,123,971.6727166
88474,660,2093.794688,78,1,17,14,1471,93223,2378.840433,2.052850276,2214,125,1599.035751
94449,490,911.758966,25,3,34,10,1582,101148,839.2606022,2.476393523,1468,67,648.4071728
57196,658,1178.685064,51,1,34,11,1570,89502,1179.142049,2.270334348,2116,126,851.9480512
136993,493,1204.74514,69,4,25,14,1409,100657,933.953197,2.146360754,2318,106,885.7961124
101534,656,1470.231152,51,3,10,9,1576,87082,1518.36949,2.570654341,1371,121,1080.184922
63549,535,1403.070286,27,1,19,12,1486,88969,1492.014287,2.192979373,1995,148,1044.456228
59821,412,1398.389231,56,3,16,14,1483,90339,1106.548545,2.509835491,2194,111,1043.711385
85564,597,1803.998183,41,1,24,5,1540,101070,1572.998172,2.0114481,2158,53,1385.198546
61073,577,1658.365109,27,1,10,5,1485,103763,1602.964732,2.153420193,2087,111,1250.692087
57282,511,1191.587557,57,4,31,8,1440,98363,1359.149232,1.867110562,1449,95,892.2700457
111146,663,1375.539143,29,2,25,12,1430,94045,1046.549374,2.138206157,1266,120,1035.431314
69189,478,1233.492483,22,3,30,12,1508,103440,1129.477922,2.515594257,1985,70,890.7939862
124783,655,2142.431021,32,4,36,10,1431,91323,1612.064286,2.46356977,2258,109,1662.944817
60771,473,1538.898415,58,3,11,9,1572,94493,1555.274133,2.580564867,1580,94,1143.118732
111492,560,1338.976743,49,2,38,14,1412,86827,1338.157094,2.399787109,1838,128,995.1813941
93725,600,1195.464424,23,4,12,14,1520,86616,1348.108353,2.017190609,2308,147,898.3715391
72234,432,842.697605,64,2,24,6,1552,95978,633.674717,1.928665075,1922,71,579.158084
139282,472,740.0850654,25,4,33,9,1595,103783,835.8201082,1.943613206,1439,114,541.0680523
84096,692,2204.247317,35,4,27,9,1517,99530,2635.427922,2.329106144,1239,55,1672.397853
62236,597,1211.716612,41,4,24,6,1505,85316,1101.099075,2.105797688,1933,114,913.3732899
101544,639,1417.300902,46,4,36,12,1414,100090,1299.445484,2.131229685,2023,132,1076.840722
85921,473,1475.018469,40,1,13,14,1463,103103,1107.052369,2.488459225,1354,76,1093.014775
74576,430,748.2206845,48,3,12,9,1587,94263,721.7010787,2.3813321,2371,59,543.5765476
50166,413,1000.479349,20,1,37,9,1516,94685,1057.013467,1.967419046,1917,104,732.3834793
64652,604,1053.788387,49,1,16,5,1407,88776,854.988501,1.936881029,2024,127,779.0307096
69638,467,1113.186564,43,1,33,5,1544,102690,1200.663492,2.457546143,2235,83,796.5492511
136980,527,840.1851106,32,4,29,5,1404,87061,783.784606,2.56288695,1211,90,595.1480885
65233,425,1077.479402,49,4,31,12,1540,94563,1170.680233,1.948113949,2340,81,782.9835217
51885,583,1802.297532,45,2,28,14,1420,93558,1577.999153,2.56140913,1307,116,1365.838026
103520,536,1528.990035,53,3,32,6,1516,97515,1738.955828,2.14378979,1238,100,1164.192028
145900,690,1737.653233,39,2,17,12,1523,94843,1780.0979,2.52452726,1933,129,1296.122587
130244,505,1594.546299,79,2,16,10,1514,96636,1621.011734,2.40068572,1247,88,1195.637039
149203,423,827.2086268,70,3,13,9,1443,98290,822.3110066,2.524088554,1546,146,611.7669015
85016,593,1874.824394,25,3,39,10,1452,97081,2195.395796,2.316117982,2034,54,1400.859515
118948,568,1165.948913,62,2,19,8,1555,85735,1197.578018,1.925607848,1967,107,851.7591302
114810,435,967.8631168,68,2,37,7,1465,96804,803.1324496,1.84829291,2064,148,709.2904935
61769,500,878.4302017,28,2,34,8,1548,97240,933.6861365,2.301689861,2004,66,647.7441613
131483,433,737.619619,56,4,19,13,1504,101360,742.8149091,1.8466846,2135,72,539.0956952
93147,438,1473.52969,56,3,24,12,1525,88476,1155.934544,1.98878926,2208,139,1087.823752
56449,610,1146.773462,35,3,33,12,1519,99893,1193.264217,1.964984353,1983,95,866.4187693
92179,629,1362.786563,23,1,31,5,1456,88131,1076.182128,2.141682991,2143,56,1038.22925
58136,678,1734.529704,51,4,27,9,1454,102250,1929.518471,2.277904259,1217,111,1319.623763
148663,479,1051.756713,39,4,19,10,1529,93851,1133.152566,2.528931595,2350,56,788.4053704
121986,637,2064.049803,48,3,32,13,1493,88123,2057.090269,2.548953603,2009,64,1561.239842
92999,571,1885.11626,50,4,18,14,1464,91799,2119.609922,2.585899004,2225,79,1416.093008
139567,458,985.607259,64,2,34,14,1509,99507,877.556416,2.411058746,2276,69,721.4858072
81052,421,708.9873202,36,3,34,10,1530,87365,689.9957329,2.537037617,2182,116,500.1898561
111281,637,1223.24159,60,3,18,5,1586,85488,926.781873,2.432500528,2283,135,882.5932721
61346,695,1701.90616,44,4,31,5,1590,103363,2117.42086,2.528480943,2159,103,1266.524928
107677,493,1023.942308,64,3,25,11,1404,98860,796.7574678,1.883340174,2056,99,725.1538461
64852,643,1547.665297,35,4,26,7,1465,103555,1241.579874,2.569259947,1971,120,1143.132238
122603,410,1237.13687,39,4,25,11,1489,98523,1233.973258,1.987650475,1843,144,919.7094958
81485,516,1208.098864,61,4,39,9,1545,93897,1133.138306,2.254775972,1459,98,896.4790909
125225,664,1257.612622,29,2,15,5,1536,100786,1277.953673,2.213461999,2355,99,918.0900975
133337,411,910.7494006,71,4,14,12,1549,93096,1063.305125,2.251569677,2459,52,649.5995204
74272,553,1651.237227,79,4,16,13,1555,92459,1369.38809,2.36162364,1254,113,1230.989782
53763,437,1026.130293,67,1,22,10,1587,89772,1097.719106,2.231678043,2306,95,754.9042345
109087,530,1059.510124,42,1,17,6,1539,97190,804.1869338,2.35099838,1709,130,793.6080993
104848,624,1469.409726,71,2,10,13,1436,94603,1682.5069,2.227510824,1656,71,1121.527781
80075,542,1306.010449,52,2,39,6,1518,87693,1512.118176,1.809634517,2129,101,986.8083596
78692,453,948.0177475,62,4,19,10,1497,98396,890.841753,2.301893216,2414,86,698.414198
142085,423,1476.849585,32,1,29,14,1569,92717,1235.630758,2.244161026,1416,109,1094.479668
116414,520,1578.33106,44,2,29,8,1453,98477,1823.809736,2.268675354,1444,116,1165.664848
78848,518,1494.383366,69,3,38,10,1569,96793,1800.140955,1.801248364,1977,97,1106.506693
146277,560,1797.451023,56,3,10,8,1521,86695,1415.768326,2.174997435,2255,79,1374.960818
69268,473,1339.932559,55,4,36,7,1466,101198,1393.400407,2.499981766,1460,137,984.9460474
126323,584,1799.865041,43,1,29,12,1455,88293,2194.17438,2.066044338,1356,146,1384.892033
91620,591,1374.105312,25,3,32,9,1445,103021,1472.859419,2.155905629,2358,92,1036.284249
147207,619,1547.960251,34,1,23,5,1404,104289,1795.881721,1.897955368,2489,59,1181.368201
126872,520,828.8762386,74,2,24,12,1455,97957,716.9041546,2.16018743,1594,120,584.1009909
143274,608,1253.266012,53,1,15,7,1550,100959,1004.076232,2.116622719,2276,129,952.6128096
129023,699,1562.981348,23,4,29,8,1461,88485,1466.223377,2.506432475,1511,145,1176.385078
90139,563,1548.779474,33,1,11,13,1540,98444,1467.553856,1.82835237,1239,51,1177.023579
103137,667,1619.757854,23,3,37,7,1458,96011,1851.548192,2.56097295,2409,121,1219.806283
84037,402,1091.701963,47,1,38,9,1427,92346,1040.552714,2.261122548,1446,128,799.3615704
128434,449,1314.067946,48,1,16,12,1405,91121,1141.006679,2.223707501,2180,116,998.2543571
67678,610,967.1167746,37,1,33,10,1588,89918,1153.93497,2.508961714,1787,133,677.6934196
93051,415,836.87053,77,2,34,7,1460,100986,955.1430713,1.952807557,2163,147,589.496424
68141,567,1044.304991,39,4,34,12,1572,96612,1131.661958,1.967210755,1803,95,737.4439932
125692,682,1278.688783,67,3,39,9,1492,100442,1091.432895,2.499540712,1932,90,955.951026
